Momento,Eólico,Fotovoltaico,Bioenergías,Hidráulico,% Demanda Abastecida
2022-02-13 08:30:00,1195.8,572.87,132.94,159.86,17.89
2022-02-13 08:35:00,1207.01,601.3,132.88,159.86,18.21
2022-02-13 08:40:00,1188.31,629.85,133.7,159.15,18.33
2022-02-13 08:45:00,1184.31,661.88,133.62,159.13,18.49
2022-02-13 08:50:00,1194.26,708.14,134.26,159.57,18.73
2022-02-13 08:55:00,1226.59,810.72,133.38,158.73,19.77
2022-02-13 09:00:00,1265.14,795.57,133.28,159.35,19.85
2022-02-13 09:05:00,1270.19,859.9,134.36,165.14,20.38
2022-02-13 09:10:00,1287.31,887.48,134.63,169.56,20.69
2022-02-13 09:15:00,1270.01,885.25,134.1,171.01,20.41
2022-02-13 09:20:00,1252.35,896.4,133.21,170.62,20.34
2022-02-13 09:25:00,1275.1,903.9,132.44,170.5,20.45
2022-02-13 09:30:00,1319.44,924.14,131.88,170.8,20.97
2022-02-13 09:35:00,1327.05,932.68,132.71,164.85,20.86
2022-02-13 09:40:00,1302.8,938.22,132.69,165.45,20.62
2022-02-13 09:45:00,1310.45,940.55,133.19,166.64,20.6
2022-02-13 09:50:00,1323.36,948.57,133.4,167.15,20.61
2022-02-13 09:55:00,1326.84,956.0,133.25,177.27,20.74
2022-02-13 10:00:00,1349.19,896.56,132.85,177.78,20.38
2022-02-13 10:05:00,1348.72,885.37,133.06,178.11,20.27
2022-02-13 10:10:00,1387.63,946.82,133.25,176.54,21.22
2022-02-13 10:15:00,1400.25,889.15,133.68,177.94,20.62
2022-02-13 10:20:00,1405.1,907.97,134.09,177.43,20.81
2022-02-13 10:25:00,1411.03,869.86,133.06,177.59,20.47
2022-02-13 10:30:00,1400.74,888.23,133.37,177.6,20.28
2022-02-13 10:35:00,1413.51,950.51,133.42,176.63,20.71
2022-02-13 10:40:00,1403.4,928.89,133.4,177.4,20.46
2022-02-13 10:45:00,1391.59,945.26,132.35,177.53,20.48
2022-02-13 10:50:00,1346.81,958.31,131.49,177.27,20.11
2022-02-13 10:55:00,1341.67,963.42,130.86,177.26,20.26
2022-02-13 11:00:00,1311.5,925.06,131.49,177.83,19.6
2022-02-13 11:05:00,1312.74,914.74,131.95,177.72,19.4
2022-02-13 11:10:00,1324.31,940.07,131.53,177.43,19.57
2022-02-13 11:15:00,1338.92,950.24,131.17,176.62,19.93
2022-02-13 11:20:00,1311.24,971.01,132.33,177.75,19.82
2022-02-13 11:25:00,1304.23,980.76,131.27,177.18,19.77
2022-02-13 11:30:00,1272.56,987.02,131.86,178.01,19.54
2022-02-13 11:35:00,1254.63,988.13,132.27,177.68,19.49
2022-02-13 11:40:00,1273.47,977.55,131.66,178.36,19.42
2022-02-13 11:45:00,1242.3,988.35,131.04,177.47,19.26
2022-02-13 11:50:00,1235.53,989.96,130.49,178.21,19.11
2022-02-13 11:55:00,1254.53,991.21,130.97,178.24,19.11
2022-02-13 12:00:00,1218.32,991.75,130.6,178.7,18.83
2022-02-13 12:05:00,1216.94,989.33,130.77,177.82,18.78
2022-02-13 12:10:00,1196.87,991.93,131.51,178.45,18.71
2022-02-13 12:15:00,1208.76,991.65,132.54,177.98,18.74
2022-02-13 12:20:00,1144.93,991.37,132.33,178.62,18.14
2022-02-13 12:25:00,1123.7,990.72,132.64,178.48,17.92
2022-02-13 12:30:00,1090.29,994.96,132.94,178.17,17.65
2022-02-13 12:35:00,1106.63,993.23,132.94,178.19,17.71
2022-02-13 12:40:00,1080.49,996.95,132.72,177.5,17.75
2022-02-13 12:45:00,1076.35,995.85,131.24,177.77,17.76
2022-02-13 12:50:00,1042.99,990.27,131.66,177.79,17.48
2022-02-13 12:55:00,1042.5,988.17,131.97,178.85,17.39
2022-02-13 13:00:00,1055.66,989.52,131.42,181.61,17.54
2022-02-13 13:05:00,1019.98,991.0,130.55,185.3,17.25
2022-02-13 13:10:00,1027.93,955.31,126.85,185.46,17.03
2022-02-13 13:15:00,1000.87,955.6,124.89,189.15,17.02
2022-02-13 13:20:00,955.91,946.69,122.09,189.08,16.6
2022-02-13 13:25:00,991.56,971.23,116.02,189.43,16.98
2022-02-13 13:30:00,952.17,981.11,113.95,189.74,16.65
2022-02-13 13:35:00,954.42,979.55,112.81,189.86,16.68
2022-02-13 13:40:00,928.04,984.1,113.54,189.21,16.69
2022-02-13 13:45:00,939.0,982.14,114.0,189.84,16.74
2022-02-13 13:50:00,904.35,965.26,112.64,189.38,16.23
2022-02-13 13:55:00,902.31,971.56,112.26,189.48,16.16
2022-02-13 14:00:00,949.22,985.33,111.82,189.48,16.62
2022-02-13 14:05:00,900.0,992.09,114.74,189.3,16.59
2022-02-13 14:10:00,957.62,980.32,115.75,188.89,16.85
2022-02-13 14:15:00,935.79,969.21,116.88,189.28,16.64
2022-02-13 14:20:00,895.35,970.52,116.19,189.15,16.39
2022-02-13 14:25:00,945.83,979.57,116.07,190.09,16.86
2022-02-13 14:30:00,941.23,988.65,115.31,190.21,16.87
2022-02-13 14:35:00,971.28,988.71,115.32,189.27,17.07
2022-02-13 14:40:00,985.08,987.19,115.18,188.78,17.1
2022-02-13 14:45:00,962.18,996.84,114.86,189.25,16.87
2022-02-13 14:50:00,938.96,983.12,116.02,189.15,16.55
2022-02-13 14:55:00,972.26,982.67,116.61,189.05,16.98
2022-02-13 15:00:00,958.93,969.83,116.11,188.6,16.74
2022-02-13 15:05:00,930.39,967.47,115.39,189.61,16.57
2022-02-13 15:10:00,971.79,979.63,115.59,189.05,16.93
2022-02-13 15:15:00,989.27,969.26,115.62,189.27,17.0
2022-02-13 15:20:00,999.99,980.3,115.71,189.24,17.14
2022-02-13 15:25:00,1029.36,973.9,115.77,188.62,17.32
2022-02-13 15:30:00,993.98,979.67,115.64,189.34,17.08
2022-02-13 15:35:00,1046.57,970.02,114.93,189.56,17.25
2022-02-13 15:40:00,1050.98,953.78,115.67,189.5,17.17
2022-02-13 15:45:00,1027.68,975.38,115.23,189.36,17.14
2022-02-13 15:50:00,1058.82,969.33,114.56,189.14,17.33
2022-02-13 15:55:00,1064.49,943.68,114.97,188.97,17.18
2022-02-13 16:00:00,1056.47,959.43,117.83,189.24,17.24
2022-02-13 16:05:00,1067.31,958.95,121.68,188.89,17.32
2022-02-13 16:10:00,1140.82,969.3,122.65,188.66,17.96
2022-02-13 16:15:00,1205.47,969.74,124.05,189.16,18.43
2022-02-13 16:20:00,1184.31,971.24,126.22,189.54,18.26
2022-02-13 16:25:00,1253.87,971.46,127.24,189.02,18.73
2022-02-13 16:30:00,1264.6,974.59,129.43,188.97,18.85
2022-02-13 16:35:00,1324.35,975.67,130.2,188.46,19.3
2022-02-13 16:40:00,1336.98,969.97,131.58,188.67,19.39
2022-02-13 16:45:00,1393.32,967.82,132.21,188.08,19.73
2022-02-13 16:50:00,1427.64,958.33,132.2,187.48,20.04
2022-02-13 16:55:00,1490.63,958.06,132.76,188.69,20.28
2022-02-13 17:00:00,1519.46,955.51,131.98,188.91,20.54
2022-02-13 17:05:00,1561.32,956.82,132.25,188.92,20.88
2022-02-13 17:10:00,1561.33,950.73,132.1,189.23,20.78
2022-02-13 17:15:00,1598.92,944.03,131.8,189.14,20.96
2022-02-13 17:20:00,1614.35,942.69,132.66,188.93,21.05
2022-02-13 17:25:00,1620.06,946.87,131.74,189.29,21.09
2022-02-13 17:30:00,1641.94,945.02,131.71,189.29,21.25
2022-02-13 17:35:00,1629.07,949.28,131.53,189.28,21.14
2022-02-13 17:40:00,1644.77,942.26,131.11,189.27,21.16
2022-02-13 17:45:00,1644.22,934.1,129.54,189.33,21.04
2022-02-13 17:50:00,1627.41,932.92,128.57,189.79,21.05
2022-02-13 17:55:00,1640.87,922.54,128.72,189.94,21.07
2022-02-13 18:00:00,1679.1,904.93,128.37,189.4,21.21
2022-02-13 18:05:00,1700.27,897.92,128.41,189.42,21.34
2022-02-13 18:10:00,1724.33,880.56,128.67,189.28,21.26
2022-02-13 18:15:00,1692.92,868.74,128.05,188.87,20.92
2022-02-13 18:20:00,1708.74,855.95,127.6,189.43,20.93
2022-02-13 18:25:00,1675.05,835.6,126.56,190.17,20.47
2022-02-13 18:30:00,1671.1,802.03,127.31,189.2,20.2
2022-02-13 18:35:00,1698.59,783.63,127.32,188.78,20.33
2022-02-13 18:40:00,1679.0,750.23,126.32,188.97,20.0
2022-02-13 18:45:00,1692.81,700.33,125.75,187.57,19.84
2022-02-13 18:50:00,1655.2,635.73,125.51,187.78,19.05
2022-02-13 18:55:00,1606.19,586.88,127.56,188.78,18.34
2022-02-13 19:00:00,1604.36,484.83,128.83,188.99,17.59
2022-02-13 19:05:00,1603.98,436.03,127.64,188.19,17.19
2022-02-13 19:10:00,1583.37,398.79,125.77,187.98,16.73
2022-02-13 19:15:00,1615.93,357.25,126.54,188.27,16.55
2022-02-13 19:20:00,1578.26,314.0,126.45,187.5,15.97
2022-02-13 19:25:00,1558.1,260.16,125.79,187.7,15.5
2022-02-13 19:30:00,1520.67,217.64,126.69,188.1,14.93
2022-02-13 19:35:00,1513.09,174.19,127.39,187.6,14.53
2022-02-13 19:40:00,1494.6,100.83,127.71,187.75,13.81
2022-02-13 19:45:00,1502.75,76.76,127.24,188.33,13.56
2022-02-13 19:50:00,1487.25,54.49,127.64,188.49,13.16
2022-02-13 19:55:00,1502.06,36.88,127.66,187.94,12.99
2022-02-13 20:00:00,1536.6,16.88,129.31,182.25,12.89
2022-02-13 20:05:00,1538.23,8.44,128.77,170.12,12.57
2022-02-13 20:10:00,1550.16,4.52,126.21,170.07,12.44
2022-02-13 20:15:00,1585.54,1.49,126.0,170.9,12.52
2022-02-13 20:20:00,1634.93,0.0,126.08,171.05,12.74
2022-02-13 20:25:00,1670.47,0.0,126.89,171.03,12.79
2022-02-13 20:30:00,1709.69,0.0,127.41,171.04,12.92
2022-02-13 20:35:00,1738.64,0.0,127.65,170.66,13.0
2022-02-13 20:40:00,1769.61,0.0,127.44,171.46,13.14
2022-02-13 20:45:00,1799.87,0.0,127.22,171.37,13.3
2022-02-13 20:50:00,1802.75,0.0,127.58,170.95,13.21
2022-02-13 20:55:00,1805.24,0.0,126.82,171.39,13.19
2022-02-13 21:00:00,1827.04,0.0,126.82,171.42,13.36
2022-02-13 21:05:00,1862.97,0.0,126.12,170.93,13.56
2022-02-13 21:10:00,1893.55,0.0,124.42,170.8,13.73
2022-02-13 21:15:00,1898.12,0.0,123.86,170.97,13.74
2022-02-13 21:20:00,1889.63,0.0,124.35,171.22,13.69
2022-02-13 21:25:00,1880.68,0.0,123.34,170.95,13.59
2022-02-13 21:30:00,1869.35,0.0,123.58,171.12,13.49
2022-02-13 21:35:00,1863.57,0.0,116.44,170.58,13.45
2022-02-13 21:40:00,1851.24,0.0,116.65,170.46,13.38
2022-02-13 21:45:00,1838.0,0.0,116.42,170.54,13.29
2022-02-13 21:50:00,1839.42,0.0,116.03,170.8,13.32
2022-02-13 21:55:00,1834.5,0.0,115.59,170.29,13.32
2022-02-13 22:00:00,1932.95,0.0,116.28,169.75,13.99
2022-02-13 22:05:00,1968.89,0.0,115.95,170.01,14.27
2022-02-13 22:10:00,1956.82,0.0,116.02,170.23,14.27
2022-02-13 22:15:00,1972.37,0.0,116.22,170.91,14.39
2022-02-13 22:20:00,1939.9,0.0,116.08,171.31,14.19
2022-02-13 22:25:00,1964.99,0.0,115.41,171.89,14.37
2022-02-13 22:30:00,1978.69,0.0,116.12,171.34,14.52
2022-02-13 22:35:00,1979.89,0.0,115.43,171.92,14.56
2022-02-13 22:40:00,2018.26,0.0,115.01,171.15,14.81
2022-02-13 22:45:00,2033.53,0.0,116.16,171.57,15.01
2022-02-13 22:50:00,2073.57,0.0,116.25,171.26,15.36
2022-02-13 22:55:00,2134.61,0.0,116.4,171.22,15.78
2022-02-13 23:00:00,2125.69,0.0,115.41,170.78,15.76
2022-02-13 23:05:00,2096.09,0.0,115.76,171.7,15.61
2022-02-13 23:10:00,2056.0,0.0,117.11,171.99,15.46
2022-02-13 23:15:00,2054.32,0.0,117.23,172.06,15.51
2022-02-13 23:20:00,2086.79,0.0,116.75,171.96,15.77
2022-02-13 23:25:00,2113.57,0.0,116.93,171.75,15.95
2022-02-13 23:30:00,2164.45,0.0,117.05,171.88,16.46
2022-02-13 23:35:00,2201.42,0.0,116.88,171.01,16.78
2022-02-13 23:40:00,2210.72,0.0,117.12,171.96,16.91
2022-02-13 23:45:00,2299.35,0.0,117.04,171.92,17.45
2022-02-13 23:50:00,2339.69,0.0,116.47,172.23,17.79
2022-02-13 23:55:00,2398.02,0.0,118.0,171.62,18.29
2022-02-14 00:00:00,2424.74,0.0,117.73,170.97,18.58
2022-02-14 00:05:00,2428.45,0.0,117.62,170.96,18.7
2022-02-14 00:10:00,2431.24,0.0,117.43,171.78,18.78
2022-02-14 00:15:00,2405.17,0.0,117.21,172.11,18.66
2022-02-14 00:20:00,2362.49,0.0,117.16,172.32,18.64
2022-02-14 00:25:00,2357.08,0.0,117.4,172.06,18.71
2022-02-14 00:30:00,2381.17,0.0,117.44,172.21,18.87
2022-02-14 00:35:00,2400.89,0.0,117.27,172.28,19.16
2022-02-14 00:40:00,2403.96,0.0,117.62,172.26,19.25
2022-02-14 00:45:00,2414.7,0.0,117.7,171.69,19.4
2022-02-14 00:50:00,2437.66,0.0,117.68,171.79,19.62
2022-02-14 00:55:00,2417.67,0.0,117.09,171.85,19.6
2022-02-14 01:00:00,2444.04,0.0,116.73,171.36,19.92
2022-02-14 01:05:00,2448.21,0.0,116.52,170.86,20.18
2022-02-14 01:10:00,2457.9,0.0,116.18,171.23,20.34
2022-02-14 01:15:00,2443.98,0.0,116.47,171.18,20.18
2022-02-14 01:20:00,2426.96,0.0,116.07,172.18,20.18
2022-02-14 01:25:00,2406.28,0.0,116.13,171.89,20.12
2022-02-14 01:30:00,2396.39,0.0,116.63,171.53,20.16
2022-02-14 01:35:00,2387.02,0.0,116.16,172.2,20.21
2022-02-14 01:40:00,2380.95,0.0,116.29,171.4,20.22
2022-02-14 01:45:00,2373.39,0.0,116.47,171.74,20.21
2022-02-14 01:50:00,2360.97,0.0,116.53,171.49,20.35
2022-02-14 01:55:00,2361.4,0.0,115.7,172.37,20.27
2022-02-14 02:00:00,2363.25,0.0,115.55,171.31,20.46
2022-02-14 02:05:00,2369.23,0.0,115.43,171.56,20.23
2022-02-14 02:10:00,2382.4,0.0,116.61,172.06,20.27
2022-02-14 02:15:00,2389.54,0.0,116.7,172.04,20.47
2022-02-14 02:20:00,2391.49,0.0,116.18,172.03,20.68
2022-02-14 02:25:00,2406.61,0.0,116.5,172.18,20.89
2022-02-14 02:30:00,2426.16,0.0,116.58,171.85,21.05
2022-02-14 02:35:00,2425.64,0.0,116.0,171.91,21.03
2022-02-14 02:40:00,2414.59,0.0,116.42,171.98,21.0
2022-02-14 02:45:00,2412.54,0.0,115.09,172.14,21.04
2022-02-14 02:50:00,2411.1,0.0,115.66,171.95,21.04
2022-02-14 02:55:00,2412.48,0.0,115.4,171.45,21.09
2022-02-14 03:00:00,2418.99,0.0,116.48,171.91,21.16
2022-02-14 03:05:00,2416.16,0.0,116.67,172.08,21.13
2022-02-14 03:10:00,2413.85,0.0,116.31,172.51,20.88
2022-02-14 03:15:00,2415.04,0.0,116.66,172.33,21.06
2022-02-14 03:20:00,2411.89,0.0,115.34,171.92,21.02
2022-02-14 03:25:00,2415.63,0.0,100.85,172.66,20.78
2022-02-14 03:30:00,2399.56,0.0,90.02,173.29,20.44
2022-02-14 03:35:00,2408.19,0.0,89.67,173.46,20.49
2022-02-14 03:40:00,2400.2,0.0,91.14,172.17,20.61
2022-02-14 03:45:00,2392.41,0.0,92.19,172.57,20.67
2022-02-14 03:50:00,2393.58,0.0,91.7,172.63,20.72
2022-02-14 03:55:00,2398.61,0.0,91.43,172.37,20.76
2022-02-14 04:00:00,2378.09,0.0,91.49,171.93,20.6
2022-02-14 04:05:00,2386.92,0.0,91.64,172.41,20.58
2022-02-14 04:10:00,2383.39,0.0,91.8,172.86,20.62
2022-02-14 04:15:00,2384.62,0.0,91.74,172.8,20.53
2022-02-14 04:20:00,2388.84,0.0,92.02,172.48,20.57
2022-02-14 04:25:00,2388.11,0.0,91.75,172.33,20.45
2022-02-14 04:30:00,2372.75,0.0,92.11,172.8,20.36
2022-02-14 04:35:00,2356.81,0.0,92.14,172.29,20.29
2022-02-14 04:40:00,2350.15,0.0,98.87,172.55,20.26
2022-02-14 04:45:00,2327.28,0.0,101.63,172.66,20.25
2022-02-14 04:50:00,2344.85,0.0,109.54,172.13,20.42
2022-02-14 04:55:00,2334.8,0.0,112.87,172.12,20.3
2022-02-14 05:00:00,2335.08,0.0,114.57,172.25,20.3
2022-02-14 05:05:00,2332.4,0.0,115.42,172.9,20.27
2022-02-14 05:10:00,2320.1,0.0,115.0,173.09,20.16
2022-02-14 05:15:00,2333.49,0.0,115.09,172.62,20.37
2022-02-14 05:20:00,2345.36,0.0,115.26,172.86,20.46
2022-02-14 05:25:00,2324.59,0.0,114.06,172.24,20.19
2022-02-14 05:30:00,2318.67,0.0,114.52,171.69,20.08
2022-02-14 05:35:00,2309.89,0.0,114.19,172.39,19.93
2022-02-14 05:40:00,2289.61,0.0,115.06,172.4,19.91
2022-02-14 05:45:00,2277.32,0.0,114.3,172.5,19.76
2022-02-14 05:50:00,2269.66,0.0,114.71,171.68,19.64
2022-02-14 05:55:00,2245.1,0.0,114.49,171.57,19.25
2022-02-14 06:00:00,2230.84,0.0,114.17,171.94,19.1
2022-02-14 06:05:00,2214.52,0.0,114.59,172.28,18.76
2022-02-14 06:10:00,2209.18,0.0,114.91,172.26,18.76
2022-02-14 06:15:00,2202.84,0.0,114.83,172.43,18.5
2022-02-14 06:20:00,2192.33,0.0,116.08,172.04,18.43
2022-02-14 06:25:00,2177.69,0.0,115.49,171.13,18.41
2022-02-14 06:30:00,2169.59,0.0,114.7,170.93,18.66
2022-02-14 06:35:00,2151.21,0.0,113.77,171.75,18.5
2022-02-14 06:40:00,2155.14,0.0,114.44,172.27,18.38
2022-02-14 06:45:00,2135.97,0.0,113.69,172.25,18.27
2022-02-14 06:50:00,2142.52,0.0,113.34,172.09,18.29
2022-02-14 06:55:00,2112.02,0.0,113.41,171.83,18.29
2022-02-14 07:00:00,2112.13,0.0,113.92,171.13,18.3
2022-02-14 07:05:00,2106.26,0.0,114.13,171.8,18.09
2022-02-14 07:10:00,2071.29,0.0,114.91,171.43,17.81
2022-02-14 07:15:00,2027.78,1.3,114.9,171.02,17.52
2022-02-14 07:20:00,1999.07,4.8,114.1,171.29,17.36
2022-02-14 07:25:00,1962.26,9.02,113.68,171.42,16.95
2022-02-14 07:30:00,1932.04,18.84,114.05,171.95,16.67
2022-02-14 07:35:00,1911.59,38.39,112.94,171.42,16.56
2022-02-14 07:40:00,1858.15,62.87,113.83,171.83,16.3
2022-02-14 07:45:00,1801.89,98.61,113.8,171.28,16.16
2022-02-14 07:50:00,1770.12,140.02,113.76,170.2,16.16
2022-02-14 07:55:00,1724.06,189.98,114.05,171.77,16.1
2022-02-14 08:00:00,1700.48,239.52,114.34,167.94,16.08
2022-02-14 08:05:00,1707.4,292.62,114.32,171.16,16.24
2022-02-14 08:10:00,1721.99,351.42,114.13,170.73,16.65
2022-02-14 08:15:00,1717.83,407.98,114.02,171.39,16.81
2022-02-14 08:20:00,1724.33,469.62,114.2,171.06,17.28
2022-02-14 08:25:00,1727.16,524.84,113.58,171.33,17.58
2022-02-14 08:30:00,1698.42,584.55,113.96,170.65,17.85
2022-02-14 08:35:00,1674.28,638.56,113.2,171.25,17.88
2022-02-14 08:40:00,1690.89,690.84,111.72,170.82,18.27
2022-02-14 08:45:00,1681.14,737.55,111.84,170.05,18.35
2022-02-14 08:50:00,1710.21,784.25,114.33,169.76,18.82
2022-02-14 08:55:00,1754.88,820.81,114.76,170.34,19.18
2022-02-14 09:00:00,1746.51,850.6,113.54,169.7,19.25
2022-02-14 09:05:00,1734.28,869.26,113.64,170.15,19.1
2022-02-14 09:10:00,1741.66,883.3,114.32,169.08,19.22
2022-02-14 09:15:00,1723.91,897.28,110.2,170.85,19.0
2022-02-14 09:20:00,1706.01,907.19,111.0,170.88,18.81
2022-02-14 09:25:00,1724.75,917.5,109.9,171.53,18.75
2022-02-14 09:30:00,1756.72,926.91,110.36,171.74,18.92
2022-02-14 09:35:00,1721.59,935.93,109.99,171.26,18.9
2022-02-14 09:40:00,1727.11,943.38,109.5,171.08,18.88
2022-02-14 09:45:00,1759.37,948.83,111.63,171.74,19.12
2022-02-14 09:50:00,1712.55,952.84,112.76,171.96,18.82
2022-02-14 09:55:00,1660.54,958.35,112.55,178.93,18.5
2022-02-14 10:00:00,1662.96,962.44,111.95,178.23,18.44
2022-02-14 10:05:00,1661.7,962.56,111.41,179.45,18.35
2022-02-14 10:10:00,1650.4,964.42,111.57,178.3,18.21
2022-02-14 10:15:00,1638.82,967.5,110.9,178.65,18.02
2022-02-14 10:20:00,1612.22,969.31,111.09,179.11,17.8
2022-02-14 10:25:00,1628.54,971.44,109.77,178.9,17.95
2022-02-14 10:30:00,1577.28,972.41,110.84,178.31,17.53
2022-02-14 10:35:00,1585.1,972.67,115.58,179.23,17.46
2022-02-14 10:40:00,1563.16,973.34,115.73,179.41,17.24
2022-02-14 10:45:00,1575.95,973.6,115.76,178.67,17.37
2022-02-14 10:50:00,1587.63,975.19,115.88,178.7,17.28
2022-02-14 10:55:00,1583.23,976.23,113.46,178.88,17.27
2022-02-14 11:00:00,1573.16,977.12,113.47,178.88,17.1
2022-02-14 11:05:00,1564.76,977.51,113.38,179.14,16.94
2022-02-14 11:10:00,1570.35,978.28,114.56,177.94,17.01
2022-02-14 11:15:00,1552.23,979.13,114.75,178.69,16.78
2022-02-14 11:20:00,1498.46,978.83,114.84,179.03,16.4
2022-02-14 11:25:00,1408.33,978.64,116.03,178.82,15.92
2022-02-14 11:30:00,1446.52,978.44,116.58,180.01,16.14
2022-02-14 11:35:00,1422.79,978.89,118.29,179.12,15.82
2022-02-14 11:40:00,1378.7,976.5,118.84,180.08,15.49
2022-02-14 11:45:00,1328.93,977.52,117.08,180.04,15.16
2022-02-14 11:50:00,1278.42,979.42,117.95,179.55,14.83
2022-02-14 11:55:00,1294.84,978.77,118.61,179.47,14.92
2022-02-14 12:00:00,1264.89,979.7,118.2,178.62,14.7
2022-02-14 12:05:00,1220.17,979.09,119.17,179.05,14.39
2022-02-14 12:10:00,1207.2,981.48,118.95,179.61,14.32
2022-02-14 12:15:00,1229.94,982.39,120.82,179.69,14.37
2022-02-14 12:20:00,1198.54,980.28,118.43,179.06,14.26
2022-02-14 12:25:00,1122.81,980.19,121.07,179.1,13.79
2022-02-14 12:30:00,1134.2,981.79,121.81,179.53,13.77
2022-02-14 12:35:00,1123.12,974.18,122.63,179.07,13.53
2022-02-14 12:40:00,1154.61,939.45,121.76,180.0,13.5
2022-02-14 12:45:00,1139.27,964.01,122.24,179.57,13.54
2022-02-14 12:50:00,1127.03,980.32,122.39,179.97,13.49
2022-02-14 12:55:00,1106.12,983.4,122.44,183.6,13.36
2022-02-14 13:00:00,1096.21,982.47,122.14,183.93,13.38
2022-02-14 13:05:00,1108.08,980.64,121.74,186.54,13.36
2022-02-14 13:10:00,1083.61,978.62,121.64,190.35,13.17
2022-02-14 13:15:00,1072.58,983.25,122.76,190.25,13.06
2022-02-14 13:20:00,1062.76,983.23,113.08,190.36,12.94
2022-02-14 13:25:00,1051.84,973.22,118.24,190.27,12.82
2022-02-14 13:30:00,1062.52,977.05,117.56,190.85,12.89
2022-02-14 13:35:00,1020.99,985.13,119.0,191.02,12.71
2022-02-14 13:40:00,1060.32,982.88,119.08,190.71,12.91
2022-02-14 13:45:00,1020.7,982.75,119.13,190.91,12.66
2022-02-14 13:50:00,1039.02,983.97,117.64,190.99,12.72
2022-02-14 13:55:00,1045.85,974.68,118.28,191.24,12.71
2022-02-14 14:00:00,1077.42,975.53,119.4,190.59,12.8
2022-02-14 14:05:00,1119.18,976.12,122.04,190.92,13.05
2022-02-14 14:10:00,1111.46,973.46,124.33,190.19,12.91
2022-02-14 14:15:00,1134.07,973.15,127.41,191.19,13.02
2022-02-14 14:20:00,1133.71,975.64,129.87,190.94,13.02
2022-02-14 14:25:00,1123.99,979.64,132.45,190.65,12.96
2022-02-14 14:30:00,1140.63,983.38,132.98,190.5,13.07
2022-02-14 14:35:00,1147.01,984.11,134.59,190.36,13.09
2022-02-14 14:40:00,1172.29,982.25,132.72,186.99,13.18
2022-02-14 14:45:00,1202.18,983.63,133.0,191.11,13.29
2022-02-14 14:50:00,1183.27,984.69,134.67,190.52,13.18
2022-02-14 14:55:00,1221.65,984.04,134.96,189.37,13.36
2022-02-14 15:00:00,1224.59,983.11,137.13,189.46,13.33
2022-02-14 15:05:00,1223.56,984.39,138.09,190.7,13.35
2022-02-14 15:10:00,1215.81,975.15,136.43,190.92,13.23
2022-02-14 15:15:00,1150.13,975.11,133.96,190.42,12.89
2022-02-14 15:20:00,1183.59,972.81,129.31,190.03,12.99
2022-02-14 15:25:00,1170.04,967.96,130.53,190.43,12.78
2022-02-14 15:30:00,1216.67,972.36,125.54,190.27,13.14
2022-02-14 15:35:00,1211.25,969.44,124.78,189.88,12.99
2022-02-14 15:40:00,1194.29,975.06,125.67,189.65,12.97
2022-02-14 15:45:00,1193.43,977.11,124.99,190.57,12.9
2022-02-14 15:50:00,1176.39,978.05,126.79,190.96,12.82
2022-02-14 15:55:00,1162.49,980.52,126.68,190.65,12.76
2022-02-14 16:00:00,1139.21,977.93,127.13,190.24,12.63
2022-02-14 16:05:00,1144.98,977.67,128.78,190.05,12.69
2022-02-14 16:10:00,1165.37,969.42,127.36,190.17,12.76
2022-02-14 16:15:00,1181.96,973.79,128.93,190.78,12.81
2022-02-14 16:20:00,1131.35,974.24,128.76,190.97,12.52
2022-02-14 16:25:00,1074.91,972.09,129.24,190.68,12.3
2022-02-14 16:30:00,1119.47,968.26,130.05,190.71,12.4
2022-02-14 16:35:00,1105.77,971.47,129.69,190.09,12.41
2022-02-14 16:40:00,1149.42,969.03,128.91,189.6,12.54
2022-02-14 16:45:00,1165.11,967.42,127.79,190.44,12.6
2022-02-14 16:50:00,1129.55,970.09,128.94,190.02,12.47
2022-02-14 16:55:00,1122.64,970.1,128.29,190.11,12.42
2022-02-14 17:00:00,1137.03,964.49,128.46,189.95,12.59
2022-02-14 17:05:00,1123.42,959.06,128.44,190.64,12.51
2022-02-14 17:10:00,1153.92,957.77,128.19,187.19,12.61
2022-02-14 17:15:00,1140.76,954.09,126.84,191.11,12.55
2022-02-14 17:20:00,1201.91,951.16,125.29,190.51,12.77
2022-02-14 17:25:00,1197.89,947.28,125.31,189.8,12.83
2022-02-14 17:30:00,1197.14,940.97,124.28,189.61,12.82
2022-02-14 17:35:00,1244.37,938.13,124.74,189.87,13.07
2022-02-14 17:40:00,1267.52,934.13,124.79,189.89,13.2
2022-02-14 17:45:00,1278.57,930.57,123.55,190.53,13.21
2022-02-14 17:50:00,1329.13,922.79,123.46,190.41,13.46
2022-02-14 17:55:00,1371.64,914.72,125.4,190.01,13.66
2022-02-14 18:00:00,1383.42,906.23,125.17,189.53,13.82
2022-02-14 18:05:00,1391.24,887.55,125.0,190.42,13.78
2022-02-14 18:10:00,1409.28,873.68,124.61,189.94,13.83
2022-02-14 18:15:00,1403.9,842.24,125.02,190.47,13.68
2022-02-14 18:20:00,1408.98,844.36,125.48,190.69,13.8
2022-02-14 18:25:00,1421.75,721.1,125.3,191.26,13.23
2022-02-14 18:30:00,1428.94,664.89,128.89,191.13,13.08
2022-02-14 18:35:00,1469.88,654.4,128.75,190.55,13.21
2022-02-14 18:40:00,1491.86,571.16,131.58,191.92,12.84
